pubmedid,title,abstract,pub_year
31387206,Thymic Stromal Lymphopoietin Interferes with the Apoptosis of Human Skin Mast Cells by a Dual Strategy Involving STAT5/Mcl-1 and JNK/Bcl-x,"Mast cells (MCs) play critical roles in allergic and inflammatory reactions and contribute to multiple pathologies in the skin, in which they show increased numbers, which frequently correlates with severity. It remains ill-defined how MC accumulation is established by the cutaneous microenvironment, in part because research on human MCs rarely employs MCs matured in the tissue, and extrapolations from other MC subsets have limitations, considering the high level of MC heterogeneity. Thymic stromal lymphopoietin (TSLP)-released by epithelial cells, like keratinocytes, following disturbed homeostasis and inflammation-has attracted much attention, but its impact on skin MCs remains undefined, despite the vast expression of the TSLP receptor by these cells. Using several methods, each detecting a distinct component of the apoptotic process (membrane alterations, DNA degradation, and caspase-3 activity)",2019
31378763,"Stephanthraniline A suppresses proliferation of HCT116 human colon cancer cells through induction of caspase-dependent apoptosis, dysregulation of mitochondrial function, cell cycle arrest and regulation of Akt/p38 signaling pathways.",Stephanthraniline A (STA) is a C,2019
31362681,"Quercetin Promotes Cell Cycle Arrest and Apoptosis and Attenuates the Proliferation of Human Chronic Myeloid Leukemia Cell Line-K562 Through Interaction with HSPs (70 and 90), MAT2A and FOXM1.","Chronic Myeloid Leukaemia (CML) starts in certain blood-forming cells of the bone marrow when cells acquire Philadelphia chromosome. Nowadays, scientists attempt to find novel and safe therapeutic agents and approaches for CML therapy using Tyrosine Kinase Inhibitors (TKIs), CML conventional treatment agents, has some restrictions and also adverse effects. Recently, it has been proposed that phytochemicals, such as flavonoids due to their low side effects and notable safety have the potential to be used for CML therapy.",2019
31341643,DRP-1 functions independently of mitochondrial structural perturbations to facilitate BH3 mimetic-mediated apoptosis.,"Maintenance of mitochondrial integrity is critical for normal cellular homoeostasis. Most cells respond to stress stimuli and undergo apoptosis by perturbing mitochondrial structure and function to release proteins, such as cytochrome ",2019
31329620,Cullin-4B E3 ubiquitin ligase mediates Apaf-1 ubiquitination to regulate caspase-9 activity.,"Apoptotic protease-activating factor 1 (Apaf-1) is a component of apoptosome, which regulates caspase-9 activity. In addition to apoptosis, Apaf-1 plays critical roles in the intra-S-phase checkpoint; therefore, impaired expression of Apaf-1 has been demonstrated in chemotherapy-resistant malignant melanoma and nuclear translocation of Apaf-1 has represented a favorable prognosis of patients with non-small cell lung cancer. In contrast, increased levels of Apaf-1 protein are observed in the brain in Huntington's disease. The regulation of Apaf-1 protein is not yet fully understood. In this study, we show that etoposide triggers the interaction of Apaf-1 with Cullin-4B, resulting in enhanced Apaf-1 ubiquitination. Ubiquitinated Apaf-1, which was degraded in healthy cells, binds p62 and forms aggregates in the cytosol. This complex of ubiquitinated Apaf-1 and p62 induces caspase-9 activation following MG132 treatment of HEK293T cells that stably express bcl-xl. These results show that ubiquitinated Apaf-1 may activate caspase-9 under conditions of proteasome impairment.",2019
31323961,"Blockade of STAT3 Signaling Contributes to Anticancer Effect of 5-Acetyloxy-6,7,8,4'-Tetra-Methoxyflavone, a Tangeretin Derivative, on Human Glioblastoma Multiforme Cells.","Glioblastoma multiforme (GBM) is the most aggressive primary brain tumor with poor prognosis, largely due to resistance to current radiotherapy and Temozolomide chemotherapy. The constitutive activation of Signal Transducer and Activator of Transcription 3 (STAT3) is evidenced as a pivotal driver of GBM pathogenesis and therapy resistance, and hence, is a promising GBM drug target. 5-acetyloxy-6,7,8,4'-tetramethoxyflavone (5-AcTMF) is an acetylated derivative of Tangeretin which is known to exert anticancer effects on breast, colon, lung, and multiple myeloma; however, its effect on GBM remains elusive. Herein, we reported that 5-AcTMF suppressed the viability and clonogenicity along with inducing apoptosis in multiple human GBM cell lines. Mechanistic analyses further revealed that 5-AcTMF lowered the levels of Tyrosine 705-phosphorylated STAT3 (p-STAT3), a canonical marker of STAT3 activation, but also dampened p-STAT3 upregulation elicited by Interleukin-6. Notably, ectopic expression of dominant-active STAT3 impeded 5-AcTMF-induced suppression of viability and clonogenicity plus apoptosis induction in GBM cells, confirming the prerequisite of STAT3 blockage for the inhibitory action of 5-AcTMF on GBM cell survival and growth. Additionally, 5-AcTMF impaired the activation of STAT3 upstream kinase JAK2 but also downregulated antiapoptotic BCL-2 and BCL-xL in a STAT3-dependent manner. Moreover, the overexpression of either BCL-2 or BCL-xL abrogated 5-AcTMF-mediated viability reduction and apoptosis induction in GBM cells. Collectively, we, for the first time, revealed the anticancer effect of 5-AcTMF on GBM cells, which was executed via thwarting the JAK2-STAT3-BCL-2/BCL-xL signaling axis. Our findings further implicate the therapeutic potential of 5-AcTMF for GBM treatment.",2019
31286785,1D NMR WaterLOGSY as an efficient method for fragment-based lead discovery.,"WaterLOGSY is a sensitive ligand-observed NMR experiment for detection of interaction between a ligand and a protein and is now well-established as a screening technique for fragment-based lead discovery. Here we develop and assess a protocol to derive ligand epitope mapping from WaterLOGSY data and demonstrate its general applicability in studies of fragment-sized ligands binding to six different proteins (glycogen phosphorylase, protein peroxiredoxin 5, Bcl-x",2019
31280521,"Protective Effect of 3-Bromo-4,5-Dihydroxybenzaldehyde from ","We investigated the protective effects of 3-bromo-4,5-dihydroxybenzaldehyde (BDB) from ",2019
31262032,"Trifluoperazine, an Antipsychotic Drug, Effectively Reduces Drug Resistance in Cisplatin-Resistant Urothelial Carcinoma Cells via Suppressing Bcl-xL: An In Vitro and In Vivo Study.","Cisplatin-based chemotherapy is the primary treatment for metastatic bladder urothelial carcinoma (UC). Most patients inevitably encounter drug resistance and resultant disease relapse. Reduced apoptosis plays a critical role in chemoresistance. Trifluoperazine (TFP), an antipsychotic agent, has demonstrated antitumor effects on various cancers. This study investigated the efficacy of TFP in inhibiting cisplatin-resistant bladder UC and explored the underlying mechanism. Our results revealed that cisplatin-resistant UC cells (T24/R) upregulated the antiapoptotic factor, B-cell lymphoma-extra large (Bcl-xL). Knockdown of Bcl-xL by siRNA resensitized cisplatin-resistant cells to the cisplatin cytotoxic effect. TFP (10-45 μM) alone elicited dose-dependent cytotoxicity, apoptosis, and G0/G1 arrest on T24/R cells. Co-treatment of TFP potentiated cisplatin-induced cytotoxicity in T24/R cells. The phenomenon that TFP alleviated cisplatin resistance to T24/R was accompanied with concurrent suppression of Bcl-xL. In vivo models confirmed that TFP alone effectively suppressed the T24/R xenograft in nude mice. TFP co-treatment enhanced the antitumor effect of cisplatin on the T24/R xenograft. Our results demonstrated that TFP effectively inhibited cisplatin-resistant UCs and circumvented cisplatin resistance with concurrent Bcl-xL downregulation. These findings provide a promising insight to develop a therapeutic strategy for chemoresistant UCs.",2019
31243598,Aspirin induces oncosis in tumor cells.,"In contrast to the well-known anti-tumor mechanisms of aspirin in inducing apoptosis or autophagy, we here for the first time report oncosis induced by aspirin in tumor cells. In vitro and in vivo analysis showed that aspirin induced compromised Bcl-XL level and subsequent ATP depletion. Overexpression of CFP-Bcl-XL in Hela and A549 cells observably inhibited aspirin-induced ATP depletion and almost completely inhibited the aspirin-induced cells bubbling, while pharmacological inhibition of endogenous Bcl-XL activity by ABT-737 remarkably promoted aspirin-induced ATP depletion and cells bubbling, suggesting the key inhibitory role of Bcl-XL in aspirin-induced oncosis. Overexpression of Bax/Bad significantly promoted aspirin-induced oncosis. In addition, cells cultured in a glucose-free medium with low ATP level exhibited higher percentage of bubbling cells than the cells cultured in a glucose medium with high ATP level under aspirin treatment, indicating the important role of ATP depletion in aspirin-induced oncosis. Furthermore, caspase-3 was demonstrated to be not involved in aspirin-induced oncosis. Animal studies showed that aspirin treatment significantly inhibited tumors growth, but did not induce toxicities to mice. Collectively, aspirin inhibits tumors growth in mice and induces oncosis in which the compromised Bcl-XL and intracellular ATP depletion play a dominant role, which provides insights into the therapeutic strategy of aspirin in oncology.",2019
31240517,Fipronil induces apoptosis and cell cycle arrest in porcine oocytes during in vitro maturation.,"Fipronil (FPN) is a widely used phenylpyrazole pesticide that can kill pests by blocking γ-aminobutyric acid (GABA)-gated chloride channels. In addition, there are lack of studies on the effects of FPN on the female mammalian gametes. In this study, porcine oocytes were used to investigate the effects of FPN on the oocyte maturation process. The results showed that the first polar body extrusion rate significantly decreased (100 μM FPN vs. control, 18.64 ± 2.95% vs. 74.90 ± 1.50%, respectively), and oocytes were arrested at the germinal vesicle stage in 100 μM FPN group. Meanwhile, the FPN caused a significant increase in reactive oxygen species (ROS) levels and severe DNA damage inside the oocytes. Furthermore, apoptosis was enhanced along with decreases in mitochondrial membrane potential, BCL-xL, and the release of cytochrome C in FPN-treated group. Additionally, low CDK1 activity and delayed cyclin B1 degradation during germinal vesicle breakdown were found in the FPN-treated group, which resulted from the activation of ATM-P53-P21 pathway. In conclusion, FPN induces apoptosis and cell cycle arrest in porcine oocyte maturation because of increased ROS levels and DNA damage. This suggests that the FPN in the environment may have potential detrimental effects on the female mammalian reproductive system.",2019
